,name,desc,cr,immunities,resists,conditions,wins,actions,hp,str,dex,con,int,wis,cha,ac,spd
9837,Planetar,Large Celestial Lawful Good,16,"Charmed,Exhaustion,Frightened,Deception","Radiant,Spell,MagicalAbility,Bludgeoning,Piercing,Slashing",+2 CHA,Vampire,"Greatsword: +11, 4d6+7 Slashing, 5d8 Radiant	Multiattack: 2 Greatsword	Insect Plague: 300ft, 4d10 Piercing (CON Save)	Flame Strike: 60ft, 4d6 Radiant (DEX Save), 4d6 Fire (DEX Save)	Blade Barrier: 90ft, 6d10 Slashing (DEX Save)	Invisibility: Invisible",89,24,20,24,19,22,27,19,120
9838,Adult Red Dragon,Huge Dragon Chaotic Evil,17,Fire,,"Boots of Charging,Legendary,Legendary Resistance",Adult Black Dragon,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +13, 10ft, 2d10+8 Piercing, 2d6 Fire	Claw: +13, 2d6+8 Slashing	Tail: +13, 15ft, 2d8+8 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+8 Bludgeoning (DEX Save)	Fire Breath: 60ft, 18d6 Fire (DEX Save)",87,27,10,25,16,13,21,19,80
9839,Planetar,Large Celestial Lawful Good,16,"Charmed,Exhaustion,Frightened,Deception","Bludgeoning,Piercing,Slashing,Radiant,Spell,MagicalAbility",+2 CHA,"Vampire, Iron Golem","Greatsword: +11, 4d6+7 Slashing, 5d8 Radiant	Multiattack: 2 Greatsword	Insect Plague: 300ft, 4d10 Piercing (CON Save)	Flame Strike: 60ft, 4d6 Radiant (DEX Save), 4d6 Fire (DEX Save)	Blade Barrier: 90ft, 6d10 Slashing (DEX Save)	Invisibility: Invisible",89,24,20,24,19,22,27,19,120
9840,Marilith,Large Fiend Chaotic Evil,16,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility",+2 INT,"Adult Bronze Dragon, Adult Silver Dragon","Parry: +5 to AC vs 1 Attack, Reaction	Longsword: +8, 2d8+4 Slashing	Tail: +8, 10ft, 2d10+4 Bludgeoning, Grappled & Restrained (If Medium)	Tail Squeeze: +8, 10ft, 2d10+4 Bludgeoning (If Grappled & Restrained)	Multiattack: Tail, 6 Longsword	Multisqueeze: Tail Squeeze, 6 Longsword (If Grappled & Restrained)	Teleport: 120ft, Teleport",92,18,20,20,20,16,20,18,40
9841,Planetar,Large Celestial Lawful Good,16,"Charmed,Exhaustion,Frightened,Deception","Radiant,Spell,MagicalAbility,Bludgeoning,Piercing,Slashing",+2 CHA,"Vampire, Iron Golem, Dragon Turtle","Greatsword: +11, 4d6+7 Slashing, 5d8 Radiant	Multiattack: 2 Greatsword	Insect Plague: 300ft, 4d10 Piercing (CON Save)	Flame Strike: 60ft, 4d6 Radiant (DEX Save), 4d6 Fire (DEX Save)	Blade Barrier: 90ft, 6d10 Slashing (DEX Save)	Invisibility: Invisible	Dismissal (DE&G): +13, Banished (CHA Save)",89,24,20,24,19,22,27,19,120
9842,Acolyte,Medium Humanoid Any Alignment,1/4,,,"Mirrored,Mirror Image,Blessed",,"Club: +2, 1d4 Bludgeoning	Sacred Flame: 60ft, 1d8 Radiant (DEX Save)	Cure Wounds: Heal 1d8+2	Bless: Blessed",9,10,10,10,10,14,11,10,30
9843,Guard,Medium Humanoid Lawful Neutral,1/8,,,Good Stats,,"Spear: +4, 1d6+2 Piercing	Thrown Spear: +4, 20ft, 1d6+2 Piercing",18,15,14,14,12,13,12,17,30
9844,Blood Hawk,Small Beast Unaligned,1/8,,,Memorized One Spell,,"Beak: +4, 1d4+2 Piercing	Magic Missile: 120ft, 3d4+3 Force",11,6,14,10,3,14,5,12,60
9845,Bandit,Medium Humanoid Chaotic Neutral,1/8,,,Memorized One Spell,,"Scimitar: +3, 1d6+1 Slashing	Light Crossbow: +3, 80ft, 1d8+1 Piercing	Sleep: 90ft, Asleep (WIS Save)",18,11,12,12,10,10,10,12,30
9846,Giant Crab,Medium Beast Unaligned,1/8,,,Tough,,"Claw: +3, 1d6+1 Bludgeoning, Grappled",15,13,15,11,1,9,3,15,30
9847,Mastiff,Medium Beast Unaligned,1/8,,,Blurred,,"Bite: +3, 1d6+1 Piercing, Prone (STR Save)",9,13,14,12,3,12,7,12,40
9848,Camel,Large Beast Unaligned,1/8,,,Always Reckless,,"Bite: +5, 1d4 Bludgeoning",18,16,8,14,2,8,5,9,50
9849,Flying Snake,Tiny Beast Unaligned,1/8,,,"Legendary Resistor,Legendary Resistance",,"Bite: +6, 1 Piercing, 3d4 Poison, Flyby",5,4,18,11,2,12,5,14,60
9850,Acolyte,Medium Humanoid Any Alignment,1/4,,,"Mirrored,Grappled",Mule,"Club: +2, 1d4 Bludgeoning	Sacred Flame: 60ft, 1d8 Radiant (DEX Save)	Cure Wounds: Heal 1d8+2	Bless: Blessed",9,10,10,10,10,14,11,10,30
9851,Flying Snake,Tiny Beast Unaligned,1/8,,,"Legendary Resistor,Legendary Resistance",Cultist,"Bite: +6, 1 Piercing, 3d4 Poison, Flyby",5,4,18,11,2,12,5,14,60
9852,Bandit,Medium Humanoid Chaotic Neutral,1/8,,,Memorized One Spell,Merfolk,"Scimitar: +3, 1d6+1 Slashing	Light Crossbow: +3, 80ft, 1d8+1 Piercing	Sleep: 90ft, Asleep (WIS Save)",18,11,12,12,10,10,10,12,30
9853,Blood Hawk,Small Beast Unaligned,1/8,,,Memorized One Spell,Giant Centipede,"Beak: +4, 1d4+2 Piercing	Magic Missile: 120ft, 3d4+3 Force",11,6,14,10,3,14,5,12,60
9854,Flying Snake,Tiny Beast Unaligned,1/8,,,"Legendary Resistor,Legendary Resistance","Cultist, Camel","Bite: +6, 1 Piercing, 3d4 Poison, Flyby",5,4,18,11,2,12,5,14,60
9855,Bandit,Medium Humanoid Chaotic Neutral,1/8,,,Memorized One Spell,"Merfolk, Guard","Scimitar: +3, 1d6+1 Slashing	Light Crossbow: +3, 80ft, 1d8+1 Piercing	Sleep: 90ft, Asleep (WIS Save)",18,11,12,12,10,10,10,12,30
9856,Bandit,Medium Humanoid Chaotic Neutral,1/8,,,Memorized One Spell,"Merfolk, Guard, Blood Hawk","Scimitar: +3, 1d6+1 Slashing	Light Crossbow: +3, 80ft, 1d8+1 Piercing	Sleep: 90ft, Asleep (WIS Save)",18,11,12,12,10,10,10,12,30
9857,Goblin,Small Humanoid Neutral Evil,1/4,,,"Death Defying,Cunning Action",,"Scimitar: +4, 1d6+2 Slashing	Shortbow: +4, 80ft, 1d6+2 Piercing",8,8,14,10,10,8,8,15,30
9858,Bullywug,Medium Humanoid Neutral Evil,1/4,,,Backstabber,,"Bite: +3, 1d4+1 Bludgeoning, Sneak Attack	Spear: +3, 1d6+1 Piercing, Sneak Attack	Spear Throw: +3, 20ft, 1d6+1 Piercing, Sneak Attack	Multiattack: Bite, Spear",11,12,12,13,7,10,7,15,20
9859,Steam Mephit,Small Elemental Neutral Evil,1/4,"Fire,Poison,Poisoned",,"Boots of Charging,Death Burst",,"Claws: +2, 1d4 Slashing, 1d4 Fire	Steam Breath: 15ft, 1d8 Fire (DEX Save)	Blur: Blurry",25,5,11,10,11,10,12,10,30
9860,Barbarian,Small Humanoid Neutral Good,1/4,,,"Skilled,Rock Gnome,Rage,Level 1",,"Trident: +3, 1d8+3 Piercing	Hand Crossbow: +2, 30ft, 1d6+0 Piercing",16,13,11,19,9,12,6,14,25
9861,Drow,Medium Humanoid Neutral Evil,1/4,Asleep,Charmed,Fan Favorite,,"Shortsword: +4, 1d6+2 Piercing	Hand Crossbow: +4, 30ft, 1d6+2 Piercing, Poisoned (CON Save)	Faerie Fire: 60ft, Faerie Fire (WIS Save)",13,10,14,10,11,11,12,15,30
9862,Riding Horse,Large Beast Unaligned,1/4,,,Electric Body,,"Hooves: +5, 2d4+3 Bludgeoning",14,16,10,12,2,11,7,10,60
9863,Ranger,Medium Humanoid Lawful Evil,1/4,,,"Shielded,Human,Level 1",,"Glaive: +4, 10ft, 1d10+2 Slashing	Heavy Crossbow: +3, 100ft, 1d10+1 Piercing	Shield: +5 to AC, Reaction",10,14,12,11,15,16,9,16,30
9864,Giant Badger,Medium Beast Unaligned,1/4,,,+2 WIS,,"Bite: +3, 1d6+1 Piercing	Claws: +3, 2d4+1 Slashing	Multiattack: Bite, Claws",13,13,10,15,2,14,5,10,30
9865,Riding Horse,Large Beast Unaligned,1/4,,,"Electric Body,Faerie Fire",Boar,"Hooves: +5, 2d4+3 Bludgeoning",14,16,10,12,2,11,7,10,60
9866,Bullywug,Medium Humanoid Neutral Evil,1/4,,,Backstabber,Skeleton,"Bite: +3, 1d4+1 Bludgeoning, Sneak Attack	Spear: +3, 1d6+1 Piercing, Sneak Attack	Spear Throw: +3, 20ft, 1d6+1 Piercing, Sneak Attack	Multiattack: Bite, Spear",11,12,12,13,7,10,7,15,20
9867,Goblin,Small Humanoid Neutral Evil,1/4,,,"Death Defying,Cunning Action",Fighter,"Scimitar: +4, 1d6+2 Slashing	Shortbow: +4, 80ft, 1d6+2 Piercing",8,8,14,10,10,8,8,15,30
9868,Barbarian,Small Humanoid Neutral Good,1/4,,,"Skilled,Rock Gnome,Rage",Bandit,"Trident: +3, 1d8+3 Piercing	Hand Crossbow: +2, 30ft, 1d6+0 Piercing",16,13,11,19,9,12,6,14,30
9869,Goblin,Small Humanoid Neutral Evil,1/4,,,"Death Defying,Cunning Action","Fighter, Ranger","Scimitar: +4, 1d6+2 Slashing	Shortbow: +4, 80ft, 1d6+2 Piercing",8,8,14,10,10,8,8,15,30
9870,Barbarian,Small Humanoid Neutral Good,1/4,,,"Skilled,Rock Gnome,Rage","Bandit, Giant Badger","Trident: +3, 1d8+3 Piercing	Hand Crossbow: +2, 30ft, 1d6+0 Piercing",16,13,11,19,9,12,6,14,30
9871,Goblin,Small Humanoid Neutral Evil,1/4,,,"Death Defying,Cunning Action","Fighter, Ranger, Bullywug","Scimitar: +4, 1d6+2 Slashing	Shortbow: +4, 80ft, 1d6+2 Piercing",8,8,14,10,10,8,8,15,30
9872,Scout,Medium Humanoid Neutral,1/2,,,Gauntlets of Ogre Power,,"Shortsword: +6, 1d6+4 Piercing	Longbow: +4, 150ft, 1d8+2 Piercing	Melee Multiattack: 2 Shortsword	Ranged Multiattack: 150ft, 2 Longbow",17,19,14,12,11,13,11,13,30
9873,Giant Wasp,Medium Beast Unaligned,1/2,,,Frenzied,,"Sting: +4, 1d6+2 Piercing, 3d6 Poison (CON Save)",9,10,14,10,1,10,3,12,50
9874,Swarm of Ravens,Medium Swarm of Tiny Beast Unaligned,1/4,"Charmed,Frightened,Grappled,Paralyzed,Petrified,Prone,Restrained,Stunned","Bludgeoning,Piercing,Slashing","Power Attacker,Swarm",,"Bite (Hurt): -1, 1d6+5 Piercing	Bite: -1, 2d6+5 Piercing",22,6,14,8,3,12,6,12,50
9875,Worg,Medium Monstrosity Neutral Evil,1/2,,,Armored,,"Bite: +5, 2d6+3 Piercing, Prone (STR Save)",20,16,13,13,7,11,8,15,50
9876,Goblin,Small Humanoid Neutral Evil,1/4,,,"Death Defying,Cunning Action","Fighter, Ranger, Bullywug, Barbarian, CR 1/4","Scimitar: +4, 1d6+2 Slashing	Shortbow: +4, 80ft, 1d6+2 Piercing",8,8,14,10,10,8,8,15,30
9877,Warlock,Small Humanoid Lawful Good,1/2,,,"Smelly,PC Class,Rock Gnome,Fiend Patron,Level 2,Protection from Good & Evil",,"Javelin: +0, 1d6-2 Piercing	Dagger Toss: +2, 20ft, 1d4+0 Piercing	Eldritch Blast: +3, 120ft, 1d10 Force	Chill Touch: +3, 120ft, 1d8 Necrotic, Chill Touch	Hellish Rebuke: 2d10 Fire, Reaction	Protection from Good & Evil: Protection from Good & Evil	Burning Hands: 15ft, 3d6 Fire (DEX Save)",20,6,11,15,14,8,13,10,25
9878,Giant Goat,Large Beast Unaligned,1/2,,Prone,Projectile Catching,,"Ram: +5, 2d4+3 Bludgeoning	Charge: +5, 4d4+3 Bludgeoning, Prone (STR Save)",15,17,11,12,3,12,6,11,40
9879,Lion,Large Beast Unaligned,1,,,+2 CHA,,"Bite: +5, 1d8+3 Piercing	Claw: +5, 1d6+3 Slashing	Pounce: +5, 1d8+3 Slashing, Prone (STR Save), Bite (If Prone)",24,17,15,13,3,12,10,12,50
9880,Worg,Medium Monstrosity Neutral Evil,1/2,,,Armored,Darkmantle,"Bite: +5, 2d6+3 Piercing, Prone (STR Save)",20,16,13,13,7,11,8,15,50
9881,Swarm of Ravens,Medium Swarm of Tiny Beast Unaligned,1/4,"Charmed,Frightened,Grappled,Paralyzed,Petrified,Prone,Restrained,Stunned","Bludgeoning,Piercing,Slashing","Power Attacker,Swarm",Rust Monster,"Bite (Hurt): -1, 1d6+5 Piercing	Bite: -1, 2d6+5 Piercing",22,6,14,8,3,12,6,12,50
9882,Scout,Medium Humanoid Neutral,1/2,,,Gauntlets of Ogre Power,Gray Ooze,"Shortsword: +6, 1d6+4 Piercing	Longbow: +4, 150ft, 1d8+2 Piercing	Melee Multiattack: 2 Shortsword	Ranged Multiattack: 150ft, 2 Longbow",17,19,14,12,11,13,11,13,30
9883,Lion,Large Beast Unaligned,1,,,+2 CHA,Magma Mephit,"Bite: +5, 1d8+3 Piercing	Claw: +5, 1d6+3 Slashing	Pounce: +5, 1d8+3 Slashing, Prone (STR Save), Bite (If Prone)",24,17,15,13,3,12,10,12,50
9884,Scout,Medium Humanoid Neutral,1/2,,,Gauntlets of Ogre Power,"Gray Ooze, Giant Wasp","Shortsword: +6, 1d6+4 Piercing	Longbow: +4, 150ft, 1d8+2 Piercing	Melee Multiattack: 2 Shortsword	Ranged Multiattack: 150ft, 2 Longbow",17,19,14,12,11,13,11,13,30
9885,Worg,Medium Monstrosity Neutral Evil,1/2,,,Armored,"Darkmantle, Goblin","Bite: +5, 2d6+3 Piercing, Prone (STR Save)",20,16,13,13,7,11,8,15,50
9886,Scout,Medium Humanoid Neutral,1/2,,,Gauntlets of Ogre Power,"Gray Ooze, Giant Wasp, Swarm of Ravens","Shortsword: +6, 1d6+4 Piercing	Longbow: +4, 150ft, 1d8+2 Piercing	Melee Multiattack: 2 Shortsword	Ranged Multiattack: 150ft, 2 Longbow",17,19,14,12,11,13,11,13,30
9887,Ghoul,Medium Undead Chaotic Evil,1,"Poison,Charmed,Exhaustion,Poisoned",Lightning,Lightning Attuned,,"Bite: +2, 2d6+2 Lightning (If Paralyzed)	Claws: +4, 2d4+2 Lightning, Paralyzed (CON Save, If Not  Undead,  Elf)",28,13,15,10,7,10,6,12,30
9888,Duergar,Large Humanoid Lawful Evil,1,,"Poison,Poisoned,Spell,MagicalAbility,Illusion,Charmed,Paralyzed","+2 INT,Enlarged",,"War Pick: +4, 1d8+2 Piercing, 1d8 Piercing (If Enlarged)	Javelin: +4, 30ft, 1d6+2 Piercing, 1d6 Piercing (If Enlarged)	Invisibility: Invisible",26,14,11,14,13,10,9,16,25
9889,Specter,Medium Undead Chaotic Evil,1,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",+2 STR,,"Life Drain: +4, 3d6 Necrotic & Life Drain",19,3,14,11,10,10,11,12,50
9890,Dire Wolf,Large Beast Unaligned,1,,,+2 INT,,"Bite: +5, 2d6+3 Piercing, Prone (STR Save)",41,17,15,15,5,12,7,14,50
9891,Spy,Medium Humanoid Lawful Neutral,1,,,Starts Invisibile,,"Shortsword: +4, 1d6+2 Piercing, 2d6 Piercing (If Advantage)	Multiattack: 2 Shortsword	Hand Crossbow: +4, 30ft, 1d6+2 Piercing, 2d6 Piercing (If Advantage)",31,10,15,10,12,14,16,12,30
9892,Giant Eagle,Large Beast Neutral Good,1,,,Fan Favorite,,"Beak: +5, 1d6+3 Piercing	Talons: +5, 2d6+3 Slashing	Multiattack: Beak, Talons",29,16,17,13,8,14,10,13,80
9893,Giant Toad,Large Beast Unaligned,1,,,"Legendary Resistor,Legendary Resistance",,"Bite: +4, 1d10+2 Piercing, 1d10 Poison, Swallowed (If Grappled & Restrained,  Medium), Grappled & Restrained	Digest: 3d6 Acid (If Swallowed)",45,15,13,13,2,10,3,11,20
9894,Paladin,Small Humanoid Lawful Good,1,,,"Skilled,Rock Gnome,Divine Sense,FS: Dueling,Divine Smite,Divine Health,Sacred Oath,Level 4,Sacred Weapon,Divine Favor,Protection from Good & Evil",,"Shortsword: +8, 1d6+6 Piercing	Hand Crossbow: +2, 30ft, 1d6+0 Piercing	Cure Wounds: Heal 1d8+2	Lay on Hands: Heal 20	Protection from Good & Evil: Protection from Good & Evil	Sacred Weapon: Sacred Weapon	Divine Favor: Divine Favor, Bonus",29,18,11,13,13,10,15,18,25
9895,Giant Toad,Large Beast Unaligned,1,,,"Legendary Resistor,Legendary Resistance",Scout,"Bite: +4, 1d10+2 Piercing, 1d10 Poison, Swallowed (If Grappled & Restrained,  Medium), Grappled & Restrained	Digest: 3d6 Acid (If Swallowed)",45,15,13,13,2,10,3,11,20
9896,Specter,Medium Undead Chaotic Evil,1,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",+2 STR,Monk,"Life Drain: +4, 3d6 Necrotic & Life Drain",19,3,14,11,10,10,11,12,50
9897,Paladin,Small Humanoid Lawful Good,1,,,"Skilled,Rock Gnome,Divine Sense,FS: Dueling,Divine Smite,Divine Health,Sacred Oath,Protection from Good & Evil,Divine Favor,Sacred Weapon",Bugbear,"Shortsword: +8, 1d6+6 Piercing	Hand Crossbow: +2, 30ft, 1d6+0 Piercing	Cure Wounds: Heal 1d8+2	Lay on Hands: Heal 20	Protection from Good & Evil: Protection from Good & Evil	Sacred Weapon: Sacred Weapon	Divine Favor: Divine Favor, Bonus",29,18,11,13,13,10,15,18,30
9898,Spy,Medium Humanoid Lawful Neutral,1,,,"Starts Invisibile,Greater Invisible",Brown Bear,"Shortsword: +4, 1d6+2 Piercing, 2d6 Piercing (If Advantage)	Multiattack: 2 Shortsword	Hand Crossbow: +4, 30ft, 1d6+2 Piercing, 2d6 Piercing (If Advantage)",31,10,15,10,12,14,16,12,30
9899,Paladin,Small Humanoid Lawful Good,1,,,"Skilled,Rock Gnome,Divine Sense,FS: Dueling,Divine Smite,Divine Health,Sacred Oath,Sacred Weapon,Divine Favor,Protection from Good & Evil","Bugbear, Giant Eagle","Shortsword: +8, 1d6+6 Piercing	Hand Crossbow: +2, 30ft, 1d6+0 Piercing	Cure Wounds: Heal 1d8+2	Lay on Hands: Heal 20	Protection from Good & Evil: Protection from Good & Evil	Sacred Weapon: Sacred Weapon	Divine Favor: Divine Favor, Bonus",29,18,11,13,13,10,15,18,30
9900,Spy,Medium Humanoid Lawful Neutral,1,,,"Starts Invisibile,Greater Invisible","Brown Bear, Dire Wolf","Shortsword: +4, 1d6+2 Piercing, 2d6 Piercing (If Advantage)	Multiattack: 2 Shortsword	Hand Crossbow: +4, 30ft, 1d6+2 Piercing, 2d6 Piercing (If Advantage)",31,10,15,10,12,14,16,12,30
9901,Paladin,Small Humanoid Lawful Good,1,,,"Skilled,Rock Gnome,Divine Sense,FS: Dueling,Divine Smite,Divine Health,Sacred Oath,Protection from Good & Evil,Divine Favor","Bugbear, Giant Eagle, Specter","Shortsword: +6, 1d6+6 Piercing	Hand Crossbow: +2, 30ft, 1d6+0 Piercing	Cure Wounds: Heal 1d8+2	Lay on Hands: Heal 20	Protection from Good & Evil: Protection from Good & Evil	Sacred Weapon: Sacred Weapon	Divine Favor: Divine Favor, Bonus",29,18,11,13,13,10,15,18,30
9902,White Dragon Wyrmling,Medium Dragon Chaotic Evil,2,Cold,,Diseased,,"Bite: +4, 1d10+2 Piercing, 1d4 Cold, The Plague (CON Save)	Cold Breath: 15ft, 5d8 Cold (CON Save)",23,14,10,14,5,10,11,16,60
9903,Gibbering Mouther,Medium Aberration Neutral,2,Prone,,"Badly Drawn,Gibbering",,"Multiattack: Bite, Blinding Spittle	Blinding Spittle: 20ft, Blinded (DEX Save)	Bite: +2, 5d6 Piercing, Prone (STR Save, If Medium)",52,10,8,16,3,10,6,9,10
9904,Sea Hag,Medium Fey Chaotic Evil,2,,,"Smelly,Horrific Appearance",,"Death Glare: 30ft, Dead (WIS Save) (If Frightened)	Claws: +5, 2d6+3 Slashing",36,16,13,16,12,12,13,14,30
9905,Black Dragon Wyrmling,Medium Dragon Chaotic Evil,2,Acid,,"Good Stats,Blinded",,"Bite: +5, 1d10+3 Piercing, 1d4 Acid	Acid Breath: 15ft, 5d8 Acid (DEX Save)",27,17,16,15,12,13,15,18,60
9906,Ogre,Large Giant Chaotic Evil,2,,,Frenzied,,"Greatclub: +6, 2d8+4 Bludgeoning	Javelin: +6, 30ft, 2d6+4 Piercing",38,19,8,16,5,7,7,11,40
9907,Centaur,Large Monstrosity Neutral Good,2,,,Backstabber,,"Hooves: +6, 2d6+4 Bludgeoning, Sneak Attack	Longbow: +4, 150ft, 1d8+2 Piercing, Sneak Attack	Pike: +6, 10ft, 1d10+4 Piercing, Sneak Attack	Pike Charge: +6, 10ft, 1d10+4 Piercing, 3d6 Piercing, Sneak Attack	Multiattack: Pike, Hooves	Charge: 10ft, Pike Charge, Hooves",32,18,14,14,9,13,11,12,50
9908,Ogre Zombie,Large Undead Neutral Evil,2,"Poison,Poisoned",Lightning,"Blue Half-Dragon,Undead Fortitude",,"Morningstar: +6, 2d8+4 Bludgeoning	Lightning Breath: 60ft, 3d10 Lightning (DEX Save)",54,19,6,18,3,6,5,8,30
9909,Paladin,Small Humanoid Lawful Good,1,,,"Skilled,Rock Gnome,Divine Sense,FS: Dueling,Divine Smite,Divine Health,Sacred Oath,Sacred Weapon,Divine Favor,Protection from Good & Evil","Bugbear, Giant Eagle, Specter, Spy, CR 1","Shortsword: +8, 1d6+6 Piercing	Hand Crossbow: +2, 30ft, 1d6+0 Piercing	Cure Wounds: Heal 1d8+2	Lay on Hands: Heal 20	Protection from Good & Evil: Protection from Good & Evil	Sacred Weapon: Sacred Weapon	Divine Favor: Divine Favor, Bonus",29,18,11,13,13,10,15,18,30
9910,Ogre Zombie,Large Undead Neutral Evil,2,"Poison,Poisoned",Lightning,"Blue Half-Dragon,Undead Fortitude",Ettercap,"Morningstar: +6, 2d8+4 Bludgeoning	Lightning Breath: 60ft, 3d10 Lightning (DEX Save)",54,19,6,18,3,6,5,8,30
9911,Ogre,Large Giant Chaotic Evil,2,,,Frenzied,Bronze Dragon Wyrmling,"Greatclub: +6, 2d8+4 Bludgeoning	Javelin: +6, 30ft, 2d6+4 Piercing",38,19,8,16,5,7,7,11,40
9912,White Dragon Wyrmling,Medium Dragon Chaotic Evil,2,Cold,,"Diseased,Confused By Gibbering",Giant Boar,"Bite: +4, 1d10+2 Piercing, 1d4 Cold, The Plague (CON Save)	Cold Breath: 15ft, 5d8 Cold (CON Save)",23,14,10,14,5,10,11,16,60
9913,Centaur,Large Monstrosity Neutral Good,2,,,Backstabber,Wizard,"Hooves: +6, 2d6+4 Bludgeoning, Sneak Attack	Longbow: +4, 150ft, 1d8+2 Piercing, Sneak Attack	Pike: +6, 10ft, 1d10+4 Piercing, Sneak Attack	Pike Charge: +6, 10ft, 1d10+4 Piercing, 3d6 Piercing, Sneak Attack	Multiattack: Pike, Hooves	Charge: 10ft, Pike Charge, Hooves",32,18,14,14,9,13,11,12,50
9914,Centaur,Large Monstrosity Neutral Good,2,,,Backstabber,"Wizard, Black Dragon Wyrmling","Hooves: +6, 2d6+4 Bludgeoning, Sneak Attack	Longbow: +4, 150ft, 1d8+2 Piercing, Sneak Attack	Pike: +6, 10ft, 1d10+4 Piercing, Sneak Attack	Pike Charge: +6, 10ft, 1d10+4 Piercing, 3d6 Piercing, Sneak Attack	Multiattack: Pike, Hooves	Charge: 10ft, Pike Charge, Hooves",32,18,14,14,9,13,11,12,50
9915,Ogre,Large Giant Chaotic Evil,2,,,Frenzied,"Bronze Dragon Wyrmling, Paladin","Greatclub: +6, 2d8+4 Bludgeoning	Javelin: +6, 30ft, 2d6+4 Piercing",38,19,8,16,5,7,7,11,40
9916,Centaur,Large Monstrosity Neutral Good,2,,,Backstabber,"Wizard, Black Dragon Wyrmling, Ogre Zombie","Hooves: +6, 2d6+4 Bludgeoning, Sneak Attack	Longbow: +4, 150ft, 1d8+2 Piercing, Sneak Attack	Pike: +6, 10ft, 1d10+4 Piercing, Sneak Attack	Pike Charge: +6, 10ft, 1d10+4 Piercing, 3d6 Piercing, Sneak Attack	Multiattack: Pike, Hooves	Charge: 10ft, Pike Charge, Hooves",32,18,14,14,9,13,11,12,50
9917,Ghost,Medium Undead Neutral,4,"Cold,Necrotic,Poison,Charmed,Exhaustion,Frightened,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained","Bludgeoning,Piercing,Slashing,Acid,Fire,Lightning,Thunder",Badly Drawn,,"Withering Touch: +4, 4d6+3 Necrotic	Horrifying Visage: 60ft, Frightened (WIS Save)	Possession: Possessed (CHA Save) (If Humanoid)",34,7,13,10,10,12,17,11,40
9918,Green Hag,Medium Fey Neutral Evil,3,,,Parrier,,"Claws: +5, 2d8+4 Slashing	Invisible Passage: Invisible	Vicious Mockery: 60ft, 1d4 Psychic (WIS Save)	Parry: +2 to AC vs 1 Attack, Reaction",56,18,12,16,13,14,14,17,30
9919,Doppleganger,Medium Monstrosity Neutral,3,Charmed,,Projectile Catching,,"Slam: +3, 1d6+4 Bludgeoning	Ambush Slam: +3, 4d6+4 Bludgeoning (If Surprise)	Multiattack: 2 Slam	Ambush: 2 Ambush Slam (If Surprise)",34,11,18,14,11,12,14,14,30
9920,Phase Spider,Large Monstrosity Unaligned,3,Webbed,Cold,"White Half-Dragon,Ethereal",,"Appear & Bite: +3, 1d10+2 Piercing, 4d8 Poison (CON Save)	Bite & Jaunt: +3, 1d10+2 Piercing, 4d8 Poison (CON Save), Ethereal	Cold Breath: 60ft, 5d8 Cold (CON Save)",25,15,15,12,6,10,6,13,30
9921,Half-Dragon Veteran,Medium Humanoid Neutral,5,,Fire,Regenerator,,"Longsword: +4, 1d8+3 Slashing	Shortsword: +4, 1d6+3 Piercing	Heavy Crossbow: +2, 100ft, 1d10+1 Piercing	Multiattack: 2 Longsword, Shortsword	Fire Breath: 15ft, 7d6 Fire (DEX Save)",30,16,13,14,10,11,10,18,30
9922,Elephant,Huge Undead Unaligned,4,,,"Zombie,Undead Fortitude",,"Gore: +7, 3d8+6 Piercing	Stomp: +7, 3d10+6 Bludgeoning	Trampling Charge: +7, 3d8+6 Piercing, Prone (STR Save), Stomp (If Prone)",47,22,9,17,3,11,6,12,40
9923,Chuul,Large Aberration Chaotic Evil,4,"Poison,Poisoned",Necrotic,Necrotic Attuned,,"Pincer: +5, 2d6+4 Necrotic, Grappled (If Large)	Tentacles: Paralyzed (CON Save) (If Grappled)	Multiattack: 2 Pincer, Tentacles",55,19,10,16,5,11,5,16,30
9924,Bearded Devil,Medium Fiend Lawful Evil,3,"Fire,Poison,Poisoned","Cold,Spell,MagicalAbility",Smelly,,"Beard: +4, 1d8+3 Piercing, Poisoned (CON Save)	Glaive: +4, 1d10+3 Slashing, Bleeding (CON Save, If Not  Undead,  Construct)	Multiattack: Beard, Glaive",40,16,15,15,9,11,11,13,30
9925,Chuul,Large Aberration Chaotic Evil,4,"Poison,Poisoned",Necrotic,Necrotic Attuned,Knight,"Pincer: +5, 2d6+4 Necrotic, Grappled (If Large)	Tentacles: Paralyzed (CON Save) (If Grappled)	Multiattack: 2 Pincer, Tentacles",55,19,10,16,5,11,5,16,30
